COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE
GLENN,2015,Race/ethnicity,White,All ages,73,53.9
HUMBOLDT,2015,Race/ethnicity,White,All ages,634,65.5
IMPERIAL,2015,Race/ethnicity,White,All ages,174,73.8
INYO,2015,Race/ethnicity,White,All ages,52,50.8
KERN,2015,Race/ethnicity,White,All ages,1851,56.9
KINGS,2015,Race/ethnicity,White,All ages,444,87.6
LAKE,2015,Race/ethnicity,White,All ages,344,83.6
LASSEN,2015,Race/ethnicity,White,All ages,126,57.3
LOS ANGELES,2015,Race/ethnicity,White,All ages,8625,35.4
MADERA,2015,Race/ethnicity,White,All ages,229,46.6
MARIN,2015,Race/ethnicity,White,All ages,324,19.5
MARIPOSA,2015,Race/ethnicity,White,All ages,69,51.7
MENDOCINO,2015,Race/ethnicity,White,All ages,348,70.2
MERCED,2015,Race/ethnicity,White,All ages,702,85.7
MODOC,2015,Race/ethnicity,White,All ages,42,72.8
MONO,2015,Race/ethnicity,White,All ages,27,36
MONTEREY,2015,Race/ethnicity,White,All ages,464,44.7
NAPA,2015,Race/ethnicity,White,All ages,318,46
NEVADA,2015,Race/ethnicity,White,All ages,329,50.9
ORANGE,2015,Race/ethnicity,White,All ages,4025,33.8
PLACER,2015,Race/ethnicity,White,All ages,843,33.8
PLUMAS,2015,Race/ethnicity,White,All ages,68,48.7
RIVERSIDE,2015,Race/ethnicity,White,All ages,3279,40.7
SACRAMENTO,2015,Race/ethnicity,White,All ages,3266,49.7
SAN BENITO,2015,Race/ethnicity,White,All ages,92,61.5
SAN BERNARDINO,2015,Race/ethnicity,White,All ages,3552,54.9
SAN DIEGO,2015,Race/ethnicity,White,All ages,3698,26.2
SAN FRANCISCO,2015,Race/ethnicity,White,All ages,816,26.4
SAN JOAQUIN,2015,Race/ethnicity,White,All ages,1335,58
SAN LUIS OBISPO,2015,Race/ethnicity,White,All ages,613,39.3
SAN MATEO,2015,Race/ethnicity,White,All ages,805,28.5
SANTA BARBARA,2015,Race/ethnicity,White,All ages,632,36.8
SANTA CLARA,2015,Race/ethnicity,White,All ages,1753,30.1
SANTA CRUZ,2015,Race/ethnicity,White,All ages,428,30.7
SHASTA,2015,Race/ethnicity,White,All ages,852,65.7
SIERRA,2015,Race/ethnicity,White,All ages,NA,NA
SISKIYOU,2015,Race/ethnicity,White,All ages,136,50.5
SOLANO,2015,Race/ethnicity,White,All ages,1082,69.1
SONOMA,2015,Race/ethnicity,White,All ages,1196,39.7
STANISLAUS,2015,Race/ethnicity,White,All ages,1370,59.1
SUTTER,2015,Race/ethnicity,White,All ages,176,37.8
TEHAMA,2015,Race/ethnicity,White,All ages,227,58.1
TRINITY,2015,Race/ethnicity,White,All ages,62,74.7
TULARE,2015,Race/ethnicity,White,All ages,482,34.5
TUOLUMNE,2015,Race/ethnicity,White,All ages,224,59.9
VENTURA,2015,Race/ethnicity,White,All ages,1162,33.1
YOLO,2015,Race/ethnicity,White,All ages,378,41
YUBA,2015,Race/ethnicity,White,All ages,226,53
CALIFORNIA,2015,Race/ethnicity,Black,All ages,38416,177.3
ALAMEDA,2015,Race/ethnicity,Black,All ages,4051,218.5
ALPINE,2015,Race/ethnicity,Black,All ages,0,0
AMADOR,2015,Race/ethnicity,Black,All ages,NA,NA
BUTTE,2015,Race/ethnicity,Black,All ages,91,286.6
CALAVERAS,2015,Race/ethnicity,Black,All ages,NA,NA
COLUSA,2015,Race/ethnicity,Black,All ages,NA,NA
CONTRA COSTA,2015,Race/ethnicity,Black,All ages,2150,232.7
DEL NORTE,2015,Race/ethnicity,Black,All ages,NA,NA
EL DORADO,2015,Race/ethnicity,Black,All ages,19,176.3
FRESNO,2015,Race/ethnicity,Black,All ages,775,153
GLENN,2015,Race/ethnicity,Black,All ages,NA,NA
HUMBOLDT,2015,Race/ethnicity,Black,All ages,49,379.6
IMPERIAL,2015,Race/ethnicity,Black,All ages,48,119.3
INYO,2015,Race/ethnicity,Black,All ages,0,0
KERN,2015,Race/ethnicity,Black,All ages,1039,201.5
KINGS,2015,Race/ethnicity,Black,All ages,167,177.7
LAKE,2015,Race/ethnicity,Black,All ages,21,221.7
LASSEN,2015,Race/ethnicity,Black,All ages,NA,NA
LOS ANGELES,2015,Race/ethnicity,Black,All ages,13260,175.8
MADERA,2015,Race/ethnicity,Black,All ages,70,194.6
MARIN,2015,Race/ethnicity,Black,All ages,54,87.8
MARIPOSA,2015,Race/ethnicity,Black,All ages,NA,NA
MENDOCINO,2015,Race/ethnicity,Black,All ages,13,180.4
MERCED,2015,Race/ethnicity,Black,All ages,284,361.6
MODOC,2015,Race/ethnicity,Black,All ages,0,0
MONO,2015,Race/ethnicity,Black,All ages,0,0
MONTEREY,2015,Race/ethnicity,Black,All ages,135,161.4
NAPA,2015,Race/ethnicity,Black,All ages,26,135.9
NEVADA,2015,Race/ethnicity,Black,All ages,NA,NA
ORANGE,2015,Race/ethnicity,Black,All ages,610,126
PLACER,2015,Race/ethnicity,Black,All ages,43,112.5
PLUMAS,2015,Race/ethnicity,Black,All ages,NA,NA
RIVERSIDE,2015,Race/ethnicity,Black,All ages,1996,139.5
SACRAMENTO,2015,Race/ethnicity,Black,All ages,3440,229.9
SAN BENITO,2015,Race/ethnicity,Black,All ages,NA,NA
SAN BERNARDINO,2015,Race/ethnicity,Black,All ages,2935,154.9
SAN DIEGO,2015,Race/ethnicity,Black,All ages,1883,129.8
SAN FRANCISCO,2015,Race/ethnicity,Black,All ages,994,227.5
SAN JOAQUIN,2015,Race/ethnicity,Black,All ages,1194,215.7
SAN LUIS OBISPO,2015,Race/ethnicity,Black,All ages,45,132.3
SAN MATEO,2015,Race/ethnicity,Black,All ages,132,67.7
SANTA BARBARA,2015,Race/ethnicity,Black,All ages,115,151.5
SANTA CLARA,2015,Race/ethnicity,Black,All ages,602,117.5
SANTA CRUZ,2015,Race/ethnicity,Black,All ages,22,87.4
SHASTA,2015,Race/ethnicity,Black,All ages,24,148.8
SIERRA,2015,Race/ethnicity,Black,All ages,0,0
SISKIYOU,2015,Race/ethnicity,Black,All ages,NA,NA
SOLANO,2015,Race/ethnicity,Black,All ages,1228,232.8
SONOMA,2015,Race/ethnicity,Black,All ages,97,121.5
STANISLAUS,2015,Race/ethnicity,Black,All ages,379,280.5
SUTTER,2015,Race/ethnicity,Black,All ages,21,131.3
TEHAMA,2015,Race/ethnicity,Black,All ages,NA,NA
TRINITY,2015,Race/ethnicity,Black,All ages,0,0
TULARE,2015,Race/ethnicity,Black,All ages,70,129.5
TUOLUMNE,2015,Race/ethnicity,Black,All ages,11,NA
VENTURA,2015,Race/ethnicity,Black,All ages,156,141.2
YOLO,2015,Race/ethnicity,Black,All ages,62,108
YUBA,2015,Race/ethnicity,Black,All ages,29,135
CALIFORNIA,2015,Race/ethnicity,Hispanic,All ages,77639,48.8
ALAMEDA,2015,Race/ethnicity,Hispanic,All ages,2263,57.7
ALPINE,2015,Race/ethnicity,Hispanic,All ages,0,0
AMADOR,2015,Race/ethnicity,Hispanic,All ages,24,53.8
BUTTE,2015,Race/ethnicity,Hispanic,All ages,121,33.5
CALAVERAS,2015,Race/ethnicity,Hispanic,All ages,21,37.7
COLUSA,2015,Race/ethnicity,Hispanic,All ages,54,34.9
CONTRA COSTA,2015,Race/ethnicity,Hispanic,All ages,1937,68.2
DEL NORTE,2015,Race/ethnicity,Hispanic,All ages,15,26.1
EL DORADO,2015,Race/ethnicity,Hispanic,All ages,101,41.7
FRESNO,2015,Race/ethnicity,Hispanic,All ages,4827,83.8
GLENN,2015,Race/ethnicity,Hispanic,All ages,39,33.9
HUMBOLDT,2015,Race/ethnicity,Hispanic,All ages,40,25.7
IMPERIAL,2015,Race/ethnicity,Hispanic,All ages,1139,70.4
INYO,2015,Race/ethnicity,Hispanic,All ages,23,47.7
KERN,2015,Race/ethnicity,Hispanic,All ages,2694,53.4
KINGS,2015,Race/ethnicity,Hispanic,All ages,592,70.7
LAKE,2015,Race/ethnicity,Hispanic,All ages,79,70
LASSEN,2015,Race/ethnicity,Hispanic,All ages,NA,NA
LOS ANGELES,2015,Race/ethnicity,Hispanic,All ages,25709,50
MADERA,2015,Race/ethnicity,Hispanic,All ages,704,68.8
MARIN,2015,Race/ethnicity,Hispanic,All ages,118,27.2
MARIPOSA,2015,Race/ethnicity,Hispanic,All ages,NA,NA
MENDOCINO,2015,Race/ethnicity,Hispanic,All ages,82,33.3
MERCED,2015,Race/ethnicity,Hispanic,All ages,1355,82.2
MODOC,2015,Race/ethnicity,Hispanic,All ages,NA,NA
MONO,2015,Race/ethnicity,Hispanic,All ages,16,32
MONTEREY,2015,Race/ethnicity,Hispanic,All ages,1393,51
NAPA,2015,Race/ethnicity,Hispanic,All ages,168,32.4
NEVADA,2015,Race/ethnicity,Hispanic,All ages,14,15.1
ORANGE,2015,Race/ethnicity,Hispanic,All ages,4274,36.5
PLACER,2015,Race/ethnicity,Hispanic,All ages,137,23.5
PLUMAS,2015,Race/ethnicity,Hispanic,All ages,21,134.6
RIVERSIDE,2015,Race/ethnicity,Hispanic,All ages,4192,36.6
SACRAMENTO,2015,Race/ethnicity,Hispanic,All ages,2046,59.2
SAN BENITO,2015,Race/ethnicity,Hispanic,All ages,183,49.6
SAN BERNARDINO,2015,Race/ethnicity,Hispanic,All ages,5105,45.3
SAN DIEGO,2015,Race/ethnicity,Hispanic,All ages,4392,37.7
SAN FRANCISCO,2015,Race/ethnicity,Hispanic,All ages,593,48.5
SAN JOAQUIN,2015,Race/ethnicity,Hispanic,All ages,1699,56.9
SAN LUIS OBISPO,2015,Race/ethnicity,Hispanic,All ages,236,35.3
SAN MATEO,2015,Race/ethnicity,Hispanic,All ages,1154,58.3
SANTA BARBARA,2015,Race/ethnicity,Hispanic,All ages,921,42.6
SANTA CLARA,2015,Race/ethnicity,Hispanic,All ages,2872,54.5
SANTA CRUZ,2015,Race/ethnicity,Hispanic,All ages,441,45.6
SHASTA,2015,Race/ethnicity,Hispanic,All ages,64,33.5
SIERRA,2015,Race/ethnicity,Hispanic,All ages,NA,NA
SISKIYOU,2015,Race/ethnicity,Hispanic,All ages,12,22.7
SOLANO,2015,Race/ethnicity,Hispanic,All ages,656,59.3
SONOMA,2015,Race/ethnicity,Hispanic,All ages,508,37
STANISLAUS,2015,Race/ethnicity,Hispanic,All ages,1296,53.1
SUTTER,2015,Race/ethnicity,Hispanic,All ages,91,27.9
TEHAMA,2015,Race/ethnicity,Hispanic,All ages,77,50.4
TRINITY,2015,Race/ethnicity,Hispanic,All ages,NA,NA
TULARE,2015,Race/ethnicity,Hispanic,All ages,1273,38.1
TUOLUMNE,2015,Race/ethnicity,Hispanic,All ages,15,22.5
VENTURA,2015,Race/ethnicity,Hispanic,All ages,1443,37.4
YOLO,2015,Race/ethnicity,Hispanic,All ages,313,48.7
YUBA,2015,Race/ethnicity,Hispanic,All ages,62,29.2
CALIFORNIA,2015,Race/ethnicity,Asian/PI,All ages,9676,19.4
ALAMEDA,2015,Race/ethnicity,Asian/PI,All ages,957,23
ALPINE,2015,Race/ethnicity,Asian/PI,All ages,0,0
AMADOR,2015,Race/ethnicity,Asian/PI,All ages,0,0
BUTTE,2015,Race/ethnicity,Asian/PI,All ages,19,21.1
CALAVERAS,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
COLUSA,2015,Race/ethnicity,Asian/PI,All ages,0,0
CONTRA COSTA,2015,Race/ethnicity,Asian/PI,All ages,401,26.3
DEL NORTE,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
EL DORADO,2015,Race/ethnicity,Asian/PI,All ages,12,18.4
FRESNO,2015,Race/ethnicity,Asian/PI,All ages,237,25.5
GLENN,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
HUMBOLDT,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
IMPERIAL,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
INYO,2015,Race/ethnicity,Asian/PI,All ages,0,0
KERN,2015,Race/ethnicity,Asian/PI,All ages,79,23.5
KINGS,2015,Race/ethnicity,Asian/PI,All ages,11,NA
LAKE,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
LASSEN,2015,Race/ethnicity,Asian/PI,All ages,0,0
LOS ANGELES,2015,Race/ethnicity,Asian/PI,All ages,2360,18
MADERA,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
MARIN,2015,Race/ethnicity,Asian/PI,All ages,25,17.4
MARIPOSA,2015,Race/ethnicity,Asian/PI,All ages,0,0
MENDOCINO,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
MERCED,2015,Race/ethnicity,Asian/PI,All ages,33,20.3
MODOC,2015,Race/ethnicity,Asian/PI,All ages,0,0
MONO,2015,Race/ethnicity,Asian/PI,All ages,0,0
MONTEREY,2015,Race/ethnicity,Asian/PI,All ages,86,31.9
NAPA,2015,Race/ethnicity,Asian/PI,All ages,34,34
NEVADA,2015,Race/ethnicity,Asian/PI,All ages,0,0
ORANGE,2015,Race/ethnicity,Asian/PI,All ages,814,14.8
PLACER,2015,Race/ethnicity,Asian/PI,All ages,42,15.4
PLUMAS,2015,Race/ethnicity,Asian/PI,All ages,0,0
RIVERSIDE,2015,Race/ethnicity,Asian/PI,All ages,182,13.5
SACRAMENTO,2015,Race/ethnicity,Asian/PI,All ages,749,33.4
SAN BENITO,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
SAN BERNARDINO,2015,Race/ethnicity,Asian/PI,All ages,214,17.4
SAN DIEGO,2015,Race/ethnicity,Asian/PI,All ages,668,19.4
SAN FRANCISCO,2015,Race/ethnicity,Asian/PI,All ages,498,20.4
SAN JOAQUIN,2015,Race/ethnicity,Asian/PI,All ages,328,32
SAN LUIS OBISPO,2015,Race/ethnicity,Asian/PI,All ages,11,NA
SAN MATEO,2015,Race/ethnicity,Asian/PI,All ages,361,18.5
SANTA BARBARA,2015,Race/ethnicity,Asian/PI,All ages,38,23.5
SANTA CLARA,2015,Race/ethnicity,Asian/PI,All ages,943,16
SANTA CRUZ,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
SHASTA,2015,Race/ethnicity,Asian/PI,All ages,20,33.8
SIERRA,2015,Race/ethnicity,Asian/PI,All ages,0,0
SISKIYOU,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
SOLANO,2015,Race/ethnicity,Asian/PI,All ages,212,33.3
SONOMA,2015,Race/ethnicity,Asian/PI,All ages,32,16.9
STANISLAUS,2015,Race/ethnicity,Asian/PI,All ages,59,21
SUTTER,2015,Race/ethnicity,Asian/PI,All ages,31,20.7
TEHAMA,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
TRINITY,2015,Race/ethnicity,Asian/PI,All ages,0,0
TULARE,2015,Race/ethnicity,Asian/PI,All ages,23,14.1
TUOLUMNE,2015,Race/ethnicity,Asian/PI,All ages,NA,NA
VENTURA,2015,Race/ethnicity,Asian/PI,All ages,76,13.8
YOLO,2015,Race/ethnicity,Asian/PI,All ages,58,33.8
YUBA,2015,Race/ethnicity,Asian/PI,All ages,14,37.9
CALIFORNIA,2015,Race/ethnicity,AI/AN,All ages,765,47
ALAMEDA,2015,Race/ethnicity,AI/AN,All ages,185,469.6
ALPINE,2015,Race/ethnicity,AI/AN,All ages,0,0
AMADOR,2015,Race/ethnicity,AI/AN,All ages,0,0
BUTTE,2015,Race/ethnicity,AI/AN,All ages,NA,NA
CALAVERAS,2015,Race/ethnicity,AI/AN,All ages,NA,NA
COLUSA,2015,Race/ethnicity,AI/AN,All ages,NA,NA
CONTRA COSTA,2015,Race/ethnicity,AI/AN,All ages,13,50.9
DEL NORTE,2015,Race/ethnicity,AI/AN,All ages,NA,NA
EL DORADO,2015,Race/ethnicity,AI/AN,All ages,NA,NA
FRESNO,2015,Race/ethnicity,AI/AN,All ages,11,NA
GLENN,2015,Race/ethnicity,AI/AN,All ages,NA,NA
HUMBOLDT,2015,Race/ethnicity,AI/AN,All ages,49,70.4
IMPERIAL,2015,Race/ethnicity,AI/AN,All ages,0,0
INYO,2015,Race/ethnicity,AI/AN,All ages,12,71.6
KERN,2015,Race/ethnicity,AI/AN,All ages,NA,NA
KINGS,2015,Race/ethnicity,AI/AN,All ages,NA,NA
LAKE,2015,Race/ethnicity,AI/AN,All ages,NA,NA
LASSEN,2015,Race/ethnicity,AI/AN,All ages,NA,NA
LOS ANGELES,2015,Race/ethnicity,AI/AN,All ages,51,26.1
MADERA,2015,Race/ethnicity,AI/AN,All ages,NA,NA
MARIN,2015,Race/ethnicity,AI/AN,All ages,NA,NA
MARIPOSA,2015,Race/ethnicity,AI/AN,All ages,NA,NA
MENDOCINO,2015,Race/ethnicity,AI/AN,All ages,19,56.8
MERCED,2015,Race/ethnicity,AI/AN,All ages,NA,NA
MODOC,2015,Race/ethnicity,AI/AN,All ages,NA,NA
MONO,2015,Race/ethnicity,AI/AN,All ages,0,0
MONTEREY,2015,Race/ethnicity,AI/AN,All ages,NA,NA
NAPA,2015,Race/ethnicity,AI/AN,All ages,0,0
NEVADA,2015,Race/ethnicity,AI/AN,All ages,0,0
ORANGE,2015,Race/ethnicity,AI/AN,All ages,13,23.7
PLACER,2015,Race/ethnicity,AI/AN,All ages,NA,NA
PLUMAS,2015,Race/ethnicity,AI/AN,All ages,NA,NA
RIVERSIDE,2015,Race/ethnicity,AI/AN,All ages,44,40.2
SACRAMENTO,2015,Race/ethnicity,AI/AN,All ages,43,55.3
SAN BENITO,2015,Race/ethnicity,AI/AN,All ages,0,0
SAN BERNARDINO,2015,Race/ethnicity,AI/AN,All ages,69,82.7
SAN DIEGO,2015,Race/ethnicity,AI/AN,All ages,25,17.5
SAN FRANCISCO,2015,Race/ethnicity,AI/AN,All ages,NA,NA
SAN JOAQUIN,2015,Race/ethnicity,AI/AN,All ages,19,60.9
SAN LUIS OBISPO,2015,Race/ethnicity,AI/AN,All ages,NA,NA
SAN MATEO,2015,Race/ethnicity,AI/AN,All ages,NA,NA
SANTA BARBARA,2015,Race/ethnicity,AI/AN,All ages,NA,NA
SANTA CLARA,2015,Race/ethnicity,AI/AN,All ages,NA,NA
SANTA CRUZ,2015,Race/ethnicity,AI/AN,All ages,0,0
SHASTA,2015,Race/ethnicity,AI/AN,All ages,28,64.9
SIERRA,2015,Race/ethnicity,AI/AN,All ages,0,0
SISKIYOU,2015,Race/ethnicity,AI/AN,All ages,NA,NA
SOLANO,2015,Race/ethnicity,AI/AN,All ages,12,59.4
SONOMA,2015,Race/ethnicity,AI/AN,All ages,21,49.9
STANISLAUS,2015,Race/ethnicity,AI/AN,All ages,NA,NA
SUTTER,2015,Race/ethnicity,AI/AN,All ages,NA,NA
TEHAMA,2015,Race/ethnicity,AI/AN,All ages,0,0
TRINITY,2015,Race/ethnicity,AI/AN,All ages,NA,NA
TULARE,2015,Race/ethnicity,AI/AN,All ages,23,69.3
TUOLUMNE,2015,Race/ethnicity,AI/AN,All ages,0,0
VENTURA,2015,Race/ethnicity,AI/AN,All ages,NA,NA
YOLO,2015,Race/ethnicity,AI/AN,All ages,NA,NA
YUBA,2015,Race/ethnicity,AI/AN,All ages,NA,NA
CALIFORNIA,2016,Total population,All ages,All ages,174733,45.8
ALAMEDA,2016,Total population,All ages,All ages,9086,57.8
ALPINE,2016,Total population,All ages,All ages,NA,NA
AMADOR,2016,Total population,All ages,All ages,187,61.8
BUTTE,2016,Total population,All ages,All ages,770,38.1
CALAVERAS,2016,Total population,All ages,All ages,171,45.3
COLUSA,2016,Total population,All ages,All ages,67,29.6
CONTRA COSTA,2016,Total population,All ages,All ages,6021,56.8
DEL NORTE,2016,Total population,All ages,All ages,172,71.1
EL DORADO,2016,Total population,All ages,All ages,564,35.5
FRESNO,2016,Total population,All ages,All ages,6930,67.4
GLENN,2016,Total population,All ages,All ages,103,36.3
HUMBOLDT,2016,Total population,All ages,All ages,815,64.5
IMPERIAL,2016,Total population,All ages,All ages,1287,66.3
INYO,2016,Total population,All ages,All ages,90,53.7
KERN,2016,Total population,All ages,All ages,5008,54.5
KINGS,2016,Total population,All ages,All ages,1027,65
LAKE,2016,Total population,All ages,All ages,487,79.4
LASSEN,2016,Total population,All ages,All ages,118,40.7
LOS ANGELES,2016,Total population,All ages,All ages,50778,51.5
MADERA,2016,Total population,All ages,All ages,956,60.2
MARIN,2016,Total population,All ages,All ages,543,23.1
MARIPOSA,2016,Total population,All ages,All ages,66,45.3
MENDOCINO,2016,Total population,All ages,All ages,451,56.4
MERCED,2016,Total population,All ages,All ages,2211,79.2
MODOC,2016,Total population,All ages,All ages,59,80.1
MONO,2016,Total population,All ages,All ages,33,28.1
MONTEREY,2016,Total population,All ages,All ages,1959,44.3
NAPA,2016,Total population,All ages,All ages,439,33.5
NEVADA,2016,Total population,All ages,All ages,267,33.6
ORANGE,2016,Total population,All ages,All ages,8878,29.2
PLACER,2016,Total population,All ages,All ages,968,28.3
PLUMAS,2016,Total population,All ages,All ages,99,61.4
RIVERSIDE,2016,Total population,All ages,All ages,9596,41.5
SACRAMENTO,2016,Total population,All ages,All ages,8953,60.7
SAN BENITO,2016,Total population,All ages,All ages,268,48.7
SAN BERNARDINO,2016,Total population,All ages,All ages,11335,51.9
SAN DIEGO,2016,Total population,All ages,All ages,10068,30.9
SAN FRANCISCO,2016,Total population,All ages,All ages,2997,38.5
SAN JOAQUIN,2016,Total population,All ages,All ages,4245,57.5
SAN LUIS OBISPO,2016,Total population,All ages,All ages,926,38.1
SAN MATEO,2016,Total population,All ages,All ages,2382,32.5
SANTA BARBARA,2016,Total population,All ages,All ages,1641,37.7
SANTA CLARA,2016,Total population,All ages,All ages,5534,29.1
SANTA CRUZ,2016,Total population,All ages,All ages,864,34.4
SHASTA,2016,Total population,All ages,All ages,726,46.4
SIERRA,2016,Total population,All ages,All ages,8,NA
SISKIYOU,2016,Total population,All ages,All ages,128,33.7
SOLANO,2016,Total population,All ages,All ages,3349,80.8
SONOMA,2016,Total population,All ages,All ages,1682,36.6
STANISLAUS,2016,Total population,All ages,All ages,2763,51.3
SUTTER,2016,Total population,All ages,All ages,324,33.7
TEHAMA,2016,Total population,All ages,All ages,335,55.9
TRINITY,2016,Total population,All ages,All ages,55,52.7
TULARE,2016,Total population,All ages,All ages,1980,40.5
TUOLUMNE,2016,Total population,All ages,All ages,224,46.9
VENTURA,2016,Total population,All ages,All ages,2619,32.4
YOLO,2016,Total population,All ages,All ages,774,38.4
YUBA,2016,Total population,All ages,All ages,297,39.2
CALIFORNIA,2016,Child vs. adult,0–17 years,0–17 years,69375,75.3
ALAMEDA,2016,Child vs. adult,0–17 years,0–17 years,3435,98.5
ALPINE,2016,Child vs. adult,0–17 years,0–17 years,0,0
AMADOR,2016,Child vs. adult,0–17 years,0–17 years,56,100.4
BUTTE,2016,Child vs. adult,0–17 years,0–17 years,226,49.9
CALAVERAS,2016,Child vs. adult,0–17 years,0–17 years,40,53.8
COLUSA,2016,Child vs. adult,0–17 years,0–17 years,26,43.1
CONTRA COSTA,2016,Child vs. adult,0–17 years,0–17 years,2185,88.8
DEL NORTE,2016,Child vs. adult,0–17 years,0–17 years,71,120.8
EL DORADO,2016,Child vs. adult,0–17 years,0–17 years,155,44.5
FRESNO,2016,Child vs. adult,0–17 years,0–17 years,4066,143.1
GLENN,2016,Child vs. adult,0–17 years,0–17 years,38,50.6
HUMBOLDT,2016,Child vs. adult,0–17 years,0–17 years,160,57.7
IMPERIAL,2016,Child vs. adult,0–17 years,0–17 years,718,133
INYO,2016,Child vs. adult,0–17 years,0–17 years,39,96.8
KERN,2016,Child vs. adult,0–17 years,0–17 years,2228,86.8
KINGS,2016,Child vs. adult,0–17 years,0–17 years,510,111
LAKE,2016,Child vs. adult,0–17 years,0–17 years,108,79.6
LASSEN,2016,Child vs. adult,0–17 years,0–17 years,32,60.7
LOS ANGELES,2016,Child vs. adult,0–17 years,0–17 years,20462,88.5
MADERA,2016,Child vs. adult,0–17 years,0–17 years,595,140.3
MARIN,2016,Child vs. adult,0–17 years,0–17 years,166,33
MARIPOSA,2016,Child vs. adult,0–17 years,0–17 years,22,77.6
MENDOCINO,2016,Child vs. adult,0–17 years,0–17 years,128,66.7
MERCED,2016,Child vs. adult,0–17 years,0–17 years,1039,130.9
MODOC,2016,Child vs. adult,0–17 years,0–17 years,19,114.2
MONO,2016,Child vs. adult,0–17 years,0–17 years,14,49.4
MONTEREY,2016,Child vs. adult,0–17 years,0–17 years,758,65.4
NAPA,2016,Child vs. adult,0–17 years,0–17 years,148,51.6
